ID,Nom,Type,Commune,Canton,Region,Adresse,lat_wgs84,lon_wgs84,E_LV95,N_LV95,Source,Statut_Coordonnees
106,CO du Marais,Secondaire (CO),Vernier (Le Lignon),GE,Canton de Genève,"Avenue du Lignon 55, 1219 Le Lignon",46.206000,6.096000,2496376.62,1118060.18,DIP Genève - edu.ge.ch/secondaire1,Non - Approximatif
107,CO de Montbrillant,Secondaire (CO),Genève,GE,Canton de Genève,"Rue de Montbrillant 29, 1201 Genève",46.214100,6.140800,2499848.81,1118902.24,DIP Genève - edu.ge.ch/secondaire1,Oui - Google Places
108,CO de Pinchat,Secondaire (CO),Carouge,GE,Canton de Genève,"Chemin Charles-Poluzzi 50, 1227 Carouge",46.180900,6.148300,2500366.74,1115202.49,DIP Genève - edu.ge.ch/secondaire1,Oui - Google Places
109,CO du Renard,Secondaire (CO),Vernier,GE,Canton de Genève,"Avenue du Lignon 55, 1219 Vernier",46.205800,6.095800,2496360.81,1118038.22,DIP Genève - edu.ge.ch/secondaire1,Non - Approximatif
110,CO de Sécheron,Secondaire (CO),Genève,GE,Canton de Genève,"Avenue Blanc 1, 1202 Genève",46.217700,6.146100,2500264.36,1119295.62,DIP Genève - edu.ge.ch/secondaire1,Oui - Google Places
111,CO des Voirets,Secondaire (CO),Plan-les-Ouates,GE,Canton de Genève,"Chemin des Voirets 22, 1228 Plan-les-Ouates",46.172800,6.116700,2497911.80,1114342.85,DIP Genève - edu.ge.ch/secondaire1,Oui - Google Places
112,CO du Vuillonnex,Secondaire (CO),Confignon,GE,Canton de Genève,"Chemin de Sous le Clos 3, 1232 Confignon",46.177400,6.081100,2495171.70,1114901.15,DIP Genève - edu.ge.ch/secondaire1,Oui - Google Places
113,EP Allobroges / Hugo-de-Senger,Primaire,Genève,GE,Canton de Genève,"Rue des Allobroges 3, 1205 Genève",46.193000,6.139500,2499709.62,1116558.64,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
114,EP Anières / Corsier / Gy / Hermance / Jussy / Presinge,Primaire,Anières,GE,Canton de Genève,"Route d'Hermance 233, 1247 Anières",46.272700,6.225700,2506500.61,1125310.76,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
115,EP Avanchets,Primaire,Genève (Les Avanchets),GE,Canton de Genève,"Avenue du Parc 52, 1219 Le Lignon",46.217000,6.105000,2497091.97,1119270.96,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
116,EP Avully / Aire-la-Ville / Cartigny / Chancy,Primaire,Avully,GE,Canton de Genève,"Route du Moulin-Fabry 4, 1237 Avully",46.177700,6.009000,2489605.42,1115033.51,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
117,EP Bellavista / Boudines,Primaire,Petit-Lancy,GE,Canton de Genève,"Chemin des Boudines 5, 1213 Petit-Lancy",46.189500,6.117500,2498004.88,1116198.01,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
118,EP Bellevue / Genthod,Primaire,Bellevue,GE,Canton de Genève,"Chemin du Château-de-Bellevue 2, 1293 Bellevue",46.255400,6.158700,2501304.98,1123470.03,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
119,EP Bernex,Primaire,Bernex,GE,Canton de Genève,"Chemin de Luchepelet 11, 1233 Bernex",46.178500,6.073700,2494602.46,1115033.34,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
120,EP Bois-des-Arts / Adrien-Jeandin,Primaire,Thônex,GE,Canton de Genève,"Avenue Adrien-Jeandin 22, 1226 Thônex",46.200500,6.204000,2504701.55,1117311.76,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
121,EP Bois-Gourmand / Pinchat,Primaire,Carouge,GE,Canton de Genève,"Chemin de Pinchat 22, 1227 Carouge",46.180800,6.148300,2500366.56,1115191.38,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
122,EP Bon-Séjour / Ami-Argand / Montfleury,Primaire,Pregny-Chambésy,GE,Canton de Genève,"Chemin de l'Impératrice 18, 1292 Pregny-Chambésy",46.231000,6.144000,2500126.76,1120776.59,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
123,EP Bosson / Onex-Village,Primaire,Onex,GE,Canton de Genève,"Chemin du Bosson 1, 1213 Onex",46.187000,6.102000,2496803.62,1115940.43,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
124,EP Caroline / Cérésole / Morgines,Primaire,Genève,GE,Canton de Genève,"Boulevard des Philosophes 17, 1205 Genève",46.198500,6.141000,2499835.53,1117168.04,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
125,EP Cayla / Europe,Primaire,Chêne-Bourg,GE,Canton de Genève,"Avenue du Petit-Senn 16, 1225 Chêne-Bourg",46.199000,6.197000,2504158.65,1117153.57,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
126,EP Champ-Joly / Pré-du-Camp,Primaire,Plan-les-Ouates,GE,Canton de Genève,"Chemin du Champ-Joly 2, 1228 Plan-les-Ouates",46.167000,6.115000,2497769.64,1113700.40,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
127,EP Champs-Fréchets / Cointrin / Vergers,Primaire,Meyrin,GE,Canton de Genève,"Chemin des Champs-Fréchets 17, 1217 Meyrin",46.232000,6.081000,2495269.13,1120970.00,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
128,EP Charmilles / Charles-Giron / Jardins-du-Rhône,Primaire,Genève,GE,Canton de Genève,"Avenue des Charmilles 10, 1203 Genève",46.209500,6.128000,2498852.61,1118407.39,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
129,EP Chêne-Bougeries,Primaire,Chêne-Bougeries,GE,Canton de Genève,"Chemin de Grange-Falquet 7, 1224 Chêne-Bougeries",46.201000,6.187000,2503390.37,1117388.16,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
130,EP Chêne-Bourg,Primaire,Chêne-Bourg,GE,Canton de Genève,"Place Favre 1, 1225 Chêne-Bourg",46.198000,6.194000,2503925.33,1117046.09,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
131,EP Cité-Jonction / Plantaporrêts,Primaire,Genève,GE,Canton de Genève,"Boulevard de Saint-Georges 68, 1205 Genève",46.196000,6.135000,2499367.81,1116897.86,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
132,EP Collonge / Meinier / Vésenaz,Primaire,Collonge-Bellerive,GE,Canton de Genève,"Chemin de la Californie 18, 1222 Vésenaz",46.238000,6.195000,2504073.09,1121490.92,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
133,EP Confignon / Cressy,Primaire,Confignon,GE,Canton de Genève,"Chemin de l'Ecole 1, 1232 Confignon",46.177000,6.082000,2495240.42,1114855.48,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
134,EP De-Budé / Crêts / Genêts,Primaire,Genève,GE,Canton de Genève,"Rue de-Budé 16, 1202 Genève",46.219000,6.153000,2500799.11,1119431.35,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
135,EP De-Livron / Golette,Primaire,Meyrin,GE,Canton de Genève,"Chemin de la Golette 10, 1217 Meyrin",46.229000,6.076000,2494877.66,1120643.25,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
136,EP Pont-Rouge / En Sauvy,Primaire,Carouge,GE,Canton de Genève,"Route des Acacias 55, 1227 Carouge",46.190000,6.135000,2499356.71,1116230.96,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
137,EP Etang / Balexert / Bourquin / Châtelaine,Primaire,Vernier,GE,Canton de Genève,"Avenue de Châtelaine 52, 1203 Genève",46.212000,6.112000,2497622.65,1118706.05,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
138,EP Ferdinand-Hodler / Micheli-du-Crest / St-Antoine,Primaire,Genève,GE,Canton de Genève,"Rue Ferdinand-Hodler 15, 1207 Genève",46.201000,6.153000,2500766.28,1117430.65,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
139,EP Franchises / Liotard / Vieusseux,Primaire,Genève,GE,Canton de Genève,"Avenue des Franchises 28, 1203 Genève",46.211000,6.124000,2498546.74,1118579.29,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
140,EP Geisendorf,Primaire,Genève,GE,Canton de Genève,"Rue Geisendorf 10, 1203 Genève",46.215000,6.135000,2499402.95,1119009.70,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
141,EP Grand-Saconnex / Pregny-Chambésy,Primaire,Grand-Saconnex,GE,Canton de Genève,"Chemin de l'Ecole 2, 1218 Grand-Saconnex",46.233000,6.125000,2498664.90,1121023.29,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
142,EP Grand-Salève / Troinex,Primaire,Troinex,GE,Canton de Genève,"Route de Bossey 21, 1256 Troinex",46.162000,6.158000,2501081.32,1113089.45,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
143,EP Grottes / Beaulieu / Cropettes,Primaire,Genève,GE,Canton de Genève,"Rue des Grottes 25, 1201 Genève",46.212000,6.139000,2499706.05,1118671.13,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
144,EP Lachenal / Céligny / Collex-Bossy,Primaire,Versoix,GE,Canton de Genève,"Chemin de Lachenal 10, 1290 Versoix",46.278000,6.162000,2501600.34,1125977.87,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
145,EP Le-Corbusier / Contamines,Primaire,Genève,GE,Canton de Genève,"Rue Le-Corbusier 8, 1208 Genève",46.199000,6.162000,2501457.27,1117196.99,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
146,EP Le-Sapay,Primaire,Versoix,GE,Canton de Genève,"Chemin du Sapay 1, 1290 Versoix",46.283000,6.157000,2501224.08,1126539.91,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
147,EP Libellules / Emilie-de-Morsier,Primaire,Genève,GE,Canton de Genève,"Avenue de la Jonction 23, 1205 Genève",46.196000,6.130000,2498981.88,1116904.29,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
148,EP Lignon / Aïre,Primaire,Vernier,GE,Canton de Genève,"Avenue du Lignon 14, 1219 Vernier",46.206000,6.096000,2496376.62,1118060.18,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
149,EP Mail / Carl-Vogt,Primaire,Genève,GE,Canton de Genève,"Boulevard du Pont-d'Arve 40, 1205 Genève",46.196000,6.141000,2499830.92,1116890.17,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
150,EP Mandement,Primaire,Satigny,GE,Canton de Genève,"Route de Peney 7, 1242 Satigny",46.214000,6.037000,2491839.47,1119029.11,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
151,EP Meyrin-Monthoux / Meyrin-Village,Primaire,Meyrin,GE,Canton de Genève,"Chemin de la Mategnin 4, 1217 Meyrin",46.235000,6.082000,2495352.04,1121302.11,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
152,EP Onex-Parc / Belle-Cour,Primaire,Onex,GE,Canton de Genève,"Rue des Bossons 42, 1213 Onex",46.183000,6.100000,2496641.63,1115498.47,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
153,EP Palettes / Bachet-de-Pesay,Primaire,Grand-Lancy,GE,Canton de Genève,"Chemin des Palettes 22, 1212 Grand-Lancy",46.184000,6.126000,2498650.79,1115575.66,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
154,EP Pâquis,Primaire,Genève,GE,Canton de Genève,"Rue de Chateaubriand 8, 1202 Genève",46.214000,6.149000,2500481.34,1118880.68,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
155,EP Perly-Certoux / Compesières / Laconnex / Soral,Primaire,Perly-Certoux,GE,Canton de Genève,"Route de Certoux 73, 1258 Perly",46.160000,6.098000,2496443.48,1112944.68,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
156,EP Pervenches / De-Montfalcon / Jacques-Dalphin,Primaire,Carouge,GE,Canton de Genève,"Rue Jacques-Dalphin 20, 1227 Carouge",46.185000,6.138000,2499579.07,1115671.36,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
157,EP Peschier / Crêts-de-Champel,Primaire,Genève,GE,Canton de Genève,"Chemin Peschier 11, 1206 Genève",46.195000,6.154000,2500832.52,1116762.48,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
158,EP Plateau / Petit-Lancy / Tivoli,Primaire,Petit-Lancy,GE,Canton de Genève,"Avenue du Plateau 11, 1213 Petit-Lancy",46.192000,6.111000,2497507.82,1116484.37,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
159,EP Roseraie,Primaire,Genève,GE,Canton de Genève,"Avenue de la Roseraie 24, 1205 Genève",46.189000,6.150000,2500512.80,1116100.65,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
160,EP Sécheron / De Chandieu,Primaire,Genève,GE,Canton de Genève,"Rue de Lyon 55, 1203 Genève",46.218000,6.146000,2500257.20,1119329.09,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
161,EP Seujet / Devin-du-Village / Necker / St-Jean,Primaire,Genève,GE,Canton de Genève,"Rue du Seujet 18, 1201 Genève",46.207000,6.140000,2499774.00,1118114.10,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
162,EP Tambourine / Vigne-Rouge,Primaire,Carouge,GE,Canton de Genève,"Route de la Tambourine 18, 1227 Carouge",46.178000,6.140000,2499720.58,1114890.74,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
163,EP Tattes / Gros-Chêne / Racettes,Primaire,Onex,GE,Canton de Genève,"Chemin des Tattes 23, 1213 Onex",46.190000,6.098000,2496500.53,1116279.16,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
164,EP Thônex Nord,Primaire,Thônex,GE,Canton de Genève,"Rue de Belle-Terre 2, 1226 Thônex",46.202000,6.206000,2504858.53,1117476.06,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
165,EP Tour / Pommier,Primaire,Genève,GE,Canton de Genève,"Rue des Pommiers 17, 1201 Genève",46.213000,6.138000,2499630.73,1118783.56,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
166,EP Trembley,Primaire,Genève,GE,Canton de Genève,"Avenue Trembley 12, 1209 Genève",46.226000,6.131000,2499114.72,1120237.50,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
167,EP Val-d'Arve / Promenades,Primaire,Carouge,GE,Canton de Genève,"Promenade de l'Observatoire 10, 1227 Carouge",46.188000,6.143000,2499970.59,1115998.41,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
168,EP Vandoeuvres / Choulex / Cologny / Pré-Picot / Puplinge,Primaire,Vandoeuvres,GE,Canton de Genève,"Chemin de la Chevillarde 11, 1253 Vandoeuvres",46.218000,6.200000,2504423.58,1119261.78,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
169,EP Vernier-Village,Primaire,Vernier,GE,Canton de Genève,"Chemin des Ranches 52, 1214 Vernier",46.215000,6.086000,2495622.18,1119073.80,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
170,EP Vollandes / Allières / Montchoisy,Primaire,Genève,GE,Canton de Genève,"Rue des Vollandes 41, 1207 Genève",46.202000,6.160000,2501308.34,1117532.96,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
171,EP XXXI-Décembre / De-Roches / Eaux-Vives,Primaire,Genève,GE,Canton de Genève,"Rue du XXXI-Décembre 25, 1207 Genève",46.201000,6.157000,2501074.99,1117425.59,DIP Genève - edu.ge.ch/primaire,Non - Géocodage adresse
172,Gymnase Auguste Piccard,Gymnase,Lausanne,VD,Lausanne,"Avenue des Bains 21, 1007 Lausanne",46.511700,6.619300,2537117.68,1151484.19,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
173,Gymnase de Beaulieu,Gymnase,Lausanne,VD,Lausanne,"Avenue des Bergières 10, 1004 Lausanne",46.527000,6.623000,2537419.35,1153181.97,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
174,Gymnase du Bugnon (site de l'Ours),Gymnase,Lausanne,VD,Lausanne,"Chemin des Abeilles 14, 1010 Lausanne",46.522200,6.640200,2538733.55,1152634.80,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
175,Gymnase du Bugnon (site de Sévelin),Gymnase,Lausanne,VD,Lausanne,"Avenue de Sévelin 44, 1004 Lausanne",46.522800,6.617200,2536969.46,1152719.75,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
176,Gymnase de Burier,Gymnase,La Tour-de-Peilz,VD,Lavaux-Riviera,"Route de Chailly 1, 1814 La Tour-de-Peilz",46.449600,6.877800,2556907.04,1144406.17,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
177,Gymnase de Bussigny,Gymnase,Bussigny,VD,CRENOL,"Chemin de Rente 26, 1030 Bussigny",46.557700,6.561500,2532739.12,1156645.53,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
178,Gymnase de Chamblandes,Gymnase,Pully,VD,Lavaux-Riviera,"Avenue des Désertes 29, 1009 Pully",46.506300,6.658100,2540089.40,1150853.52,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
179,Gymnase de Crissier,Gymnase,Crissier,VD,CRENOL,"Route de Cossonay 20, 1023 Crissier",46.554500,6.575500,2533808.70,1156277.89,DGEP - vd.ch/def/dgep/les-gymnases,Non - Approximatif
180,Gymnase d'Etoy,Gymnase,Etoy,VD,La Dôle,"Route de la Gare 7, 1163 Etoy",46.484800,6.419800,2521768.45,1148673.75,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
181,Gymnase de la Cité,Gymnase,Lausanne,VD,Lausanne,"Place du Château 12, 1005 Lausanne",46.524500,6.635900,2538406.23,1152893.84,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
182,Gymnase intercantonal de la Broye,Gymnase,Payerne,VD,Broye - Gros-de-Vaud,"Rue du Gymnase 1, 1530 Payerne",46.815000,6.940900,2562013.65,1184992.77,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
183,Gymnase de Morges (Marcelin),Gymnase,Morges,VD,Venoge-Lac,"Avenue de Marcelin 27, 1110 Morges",46.517900,6.488400,2527080.25,1152286.85,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
184,Gymnase de Nyon,Gymnase,Nyon,VD,La Dôle,"Route de Divonne 8, 1260 Nyon",46.382800,6.231600,2507143.92,1137541.55,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
185,Gymnase pour Adultes (GyPAd),Gymnase,Lausanne,VD,Lausanne,"Avenue des Désertes 29, 1009 Pully",46.506300,6.658100,2540089.40,1150853.52,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
186,Gymnase Provence,Gymnase,Lausanne,VD,Lausanne,"Avenue de Provence 26, 1004 Lausanne",46.523500,6.610800,2536479.22,1152802.73,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
187,Gymnase de Renens,Gymnase,Renens,VD,CRENOL,"Avenue du Silo 1, 1020 Renens",46.533700,6.583800,2534419.94,1153958.81,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
188,Gymnase d'Yverdon,Gymnase,Yverdon-les-Bains,VD,Jura - Nord vaudois,"Route de Bellevue, 1400 Yverdon-les-Bains",46.778400,6.664600,2540887.23,1181095.46,DGEP - vd.ch/def/dgep/les-gymnases,Oui - OSM
189,CEC André-Chavanne,Collège (Secondaire II),Genève,GE,Canton de Genève,"Avenue Trembley 14, 1209 Genève",46.221400,6.120400,2498288.40,1119739.91,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
190,Collège Calvin,Collège (Secondaire II),Genève,GE,Canton de Genève,"Rue Théodore-de-Bèze 2-4, 1205 Genève",46.200800,6.151300,2500634.71,1117410.57,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
191,Collège Claparède,Collège (Secondaire II),Chêne-Bougeries,GE,Canton de Genève,"Chemin de Fossard 6, 1224 Chêne-Bougeries",46.189400,6.184500,2503176.78,1116101.89,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
192,Collège de Candolle,Collège (Secondaire II),Chêne-Bourg,GE,Canton de Genève,"Avenue A.-M.-Mirany 36, 1225 Chêne-Bourg",46.204900,6.204100,2504716.98,1117800.71,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
193,Collège de Saussure,Collège (Secondaire II),Petit-Lancy,GE,Canton de Genève,"Vieux-Chemin-d'Onex 9, 1213 Petit-Lancy",46.184900,6.114300,2497749.21,1115690.89,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
194,CEC Emilie-Gourd,Collège (Secondaire II),Genève,GE,Canton de Genève,"Rue Le-Corbusier 15, 1208 Genève",46.193700,6.168000,2501910.80,1116600.36,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
195,CECG Madame de Staël,Collège (Secondaire II),Carouge,GE,Canton de Genève,"Route de Saint-Julien 25, 1227 Carouge",46.176000,6.134600,2499299.94,1114675.37,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
196,Collège pour adultes Alice-Rivaz,Collège (Secondaire II),Genève,GE,Canton de Genève,"Rue Théodore-de-Bèze 2-4, 1205 Genève",46.200800,6.151300,2500634.71,1117410.57,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
197,Collège Rousseau,Collège (Secondaire II),Genève,GE,Canton de Genève,"Avenue du Bouchet 16A, 1209 Genève",46.217600,6.121900,2498397.02,1119315.60,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
198,Collège Sismondi,Collège (Secondaire II),Genève,GE,Canton de Genève,"Chemin Eugène-Rigot 3, 1202 Genève",46.221500,6.142500,2499993.59,1119722.58,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
199,Collège Voltaire,Collège (Secondaire II),Genève,GE,Canton de Genève,"Rue Voltaire 21, 1201 Genève",46.207500,6.136500,2499504.83,1118174.15,DIP Genève - edu.ge.ch/secondaire2/college,Oui - OSM
